,USD,INR,JPY,GBP,CNY
2025-05-15,0.5304364608072979,0.5700815160478748,0.13887482067080692,-0.012862480749697655,0.6108548033272446
2025-05-16,0.5514408550573903,0.6150412804895828,0.07346945854193765,0.013286330766439005,0.6101437710464548
2025-05-19,0.7101407227247758,0.720828961528905,0.1284099627301825,-0.05644383327660177,0.8113659065086585
2025-05-20,0.661130469474555,0.710250193424975,-0.0468764077751839,-0.06516010378198066,0.7861242605407811
2025-05-21,0.8478361961420637,0.8927339432178025,-0.002400761527556068,0.17889547036865722,0.9269086521362423
2025-05-22,0.8198303371419353,0.9879428561531909,-0.15152498718137622,0.013286330766439005,0.9009559738875877
2025-05-23,0.8011597644751866,0.808103798386344,-0.42884372260778253,-0.3789458419756593,0.8014114545776643
2025-05-26,0.9878654911426901,0.8847998671398531,-0.0364115498345669,-0.29178313692186075,1.0140101065324292
2025-05-27,0.9295199515590948,0.9218255555036156,0.24875582904730403,-0.38766211248103816,0.983435718458663
2025-05-28,0.8385009098086841,0.8319060266201921,0.17288560897781774,-0.23948551388957776,0.8742922633581434
2025-05-29,0.7544833328083094,0.773722802048566,0.18335046691843476,-0.4225271945025537,0.7644377759768339
2025-05-30,0.8898449846422485,0.9324043236075454,0.04992352817554381,-0.11745772681426365,0.936152071786453
2025-06-02,1.0765507113097572,1.0593495408547313,0.055155957145848596,0.0743002243041009,1.1629713693569133
2025-06-03,0.9995345990594132,1.056704848828747,0.06038838611616081,0.09173276531485866,1.0303638489904876
2025-06-04,0.994866955892726,1.1334009175822561,0.36125305190896095,-0.039011292265843996,1.0282307521481309
2025-06-05,1.0858859976431368,1.2021629102578157,0.2330585421363748,-0.05644383327660177,1.0897350444360423
2025-06-06,1.0578801386430083,1.1492690697381547,0.4842151327112349,0.004570060261060118,1.0708926889952355
2025-06-09,1.0555463170596648,1.1228221494783224,0.5522367093252566,-0.012862480749697655,1.0666264953105282
2025-06-10,1.0998889271431984,1.1413349936602053,0.6438042163056721,0.3357883394654965,1.127775271458048
2025-06-11,1.1092242134765729,1.138690301634221,0.88972837791022,0.44038358553005286,1.148039691460428
2025-06-12,1.4849694883949338,1.5010131091938954,1.0126904587124939,0.9807923568636019,1.5138657999243907
2025-06-13,1.2935961185607379,1.4851449570379966,0.8295554447516629,0.6931554301860696,1.3293529230606433
2025-06-16,1.4382930567280565,1.6094454822591981,1.0780958208413631,0.8500482992828993,1.4786697020255255
2025-06-17,1.424290127227995,1.6623393227788592,1.1984416871584846,0.8674808402936667,1.4747590244812099
2025-06-18,1.2842608322273634,1.5777091779474008,1.0205391021679584,1.102820143938916,1.3439290848167367
2025-06-19,1.2142461847270452,1.6041560982072331,1.1591984698811617,1.0069411683797387,1.2632269209476201
2025-06-20,1.3005975833107686,1.6517605546749254,1.2821605506834355,0.9720760863582231,1.3154877935853335
2025-06-23,1.2002432552269835,1.5988667141552682,1.7007548683082048,1.2335642015196187,1.2440290493664214
2025-06-24,1.5153091689784057,1.6808521669607386,1.4391334197927277,0.8849133813044244,1.535552284488338
2025-06-25,1.4943047747283082,1.683496858986723,1.648430578605105,0.8761971107990456,1.5170654451879229
2025-06-26,1.7206854683126631,1.79457392407801,1.6091873613277818,0.9546435453474652,1.7488619687238864
2025-06-27,1.7416898625627608,1.741680083558349,1.6929062248527402,0.9023459223151823,1.7762367115341142
2025-06-30,1.7790310078962583,1.8686253008055347,1.6745927234566511,1.1289689554550624,1.7872577118862838
2025-07-01,1.9890749503972083,1.9982152100787012,1.5516306426543773,1.4166058821325946,2.005544622087323
2025-07-02,1.8607147633132948,1.9056509891692972,1.7478467290409851,1.5647824807240551,1.89569013470602
2025-07-03,1.923727946063577,1.876559376883484,1.7818575173480034,1.7739729728531677,1.9319527810260604
2025-07-04,1.8887206223134232,1.8527571486496361,1.870808809843259,1.7391078908316522,1.8992452961099437
2025-07-07,1.7977015805630123,1.9268085253771607,2.0774897541704913,1.6170801037563285,1.8434292620683128
2025-07-08,1.7743633647295711,1.823665536363823,2.3364949882008084,1.8001217843693045,1.8213872613639674
2025-07-09,1.727686933062694,1.7919292320520257,2.318181486804727,1.6345126447670861,1.795434583115313
2025-07-10,1.7533589704794788,1.8315996124417724,2.2396950522500885,1.75654043184241,1.8014783575019853
2025-07-11,1.692679609312535,1.7919292320520257,2.3652733475375145,2.0180285470038055,1.7058445157363837
2025-07-14,1.7090163603959452,1.8633359167535697,2.485619213854636,2.105191252057604,1.7214872259136587
2025-07-15,1.65067082081235,1.7628376197662126,2.566721862894435,2.2097864981221607,1.6816694181896878
2025-07-16,1.5036400610616825,1.6596946307528748,2.5614894339241223,2.0354610880145634,1.552261543086788
2025-07-17,1.4499621646447747,1.6332477104930463,2.4882354283397885,1.9047170304338608,1.4982230897471158
2025-07-18,1.6156634970621908,1.8130867682598892,2.6609055843600027,2.009312276498427,1.6638936111700562
2025-07-21,1.6553384639790372,1.8977169130913478,2.4202138517257668,2.009312276498427,1.7005117736304949
2025-07-22,1.7300207546460376,2.0140833622346,2.4594570690030824,2.174921416100645,1.776592227674506
2025-07-23,1.793033937396325,2.0749112788322104,2.2920193419531807,2.0877587110468463,1.7840580666227517
2025-07-24,1.8630485848966383,2.133094503403836,2.4725381414288594,2.174921416100645,1.8484064880338036
2025-07-25,1.7883662942296379,2.096068815040074,2.705381230607638,2.523572236315839,1.81427693855612
2025-07-28,1.6249987833955652,1.9955705180527206,2.5850353642905164,2.2097864981221607,1.6574943206429922
2025-07-29,1.3426063718109587,1.7628376197662126,2.3051004143789577,1.9570146534661437,1.3634824725383272
2025-07-30,1.328603442310897,1.9453213695590401,2.1428951162993606,1.7129590793155058,1.365260053240292
2025-07-31,1.1395638940600448,1.799863308129975,2.289403127468028,1.9482983829607647,1.2113215644503048
2025-08-01,1.0415433875596032,1.6649840148048436,2.3129490578344223,2.0877587110468463,1.173281337428299
